"5599837"|"004-41180"|"09-01-23"|"Sale"|"E102715"|"V00372250"|""|"BOXTEL"|"-1"|"0"|"-1"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"09-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"220000"|""|""|"No"|""|""|"1"|"STUK"|"No"|""|""|""|"No"|"MOORMAN"|"No"|""|"MOORMAN"|""|"Yes"|"10-01-23"|"Yes"|"0"|"-5,15"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"11,4"|"No"|"-1"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
"5591907"|"004-46480"|"02-01-23"|"Sale"|"E102715"|"V00371797"|""|"BOXTEL"|"-2"|"0"|"-2"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"02-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"40000"|""|""|"No"|""|""|"1"|"STUK"|"No"|""|""|""|"No"|"MOORMAN"|"No"|""|"MOORMAN"|""|"Yes"|"03-01-23"|"Yes"|"0"|"-10,3"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"22,8"|"No"|"-2"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
"5599842"|"004-86180"|"09-01-23"|"Sale"|"E102715"|"V00372250"|""|"BOXTEL"|"-1"|"0"|"-1"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"09-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"270000"|""|""|"No"|""|""|"1"|"STUK"|"No"|""|""|""|"No"|"MOORMAN"|"No"|""|"MOORMAN"|""|"Yes"|"10-01-23"|"Yes"|"0"|"-5,15"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"11,4"|"No"|"-1"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
"5610488"|"007-10256"|"17-01-23"|"Sale"|"111040"|"V00372814"|""|"BOXTEL"|"-1"|"0"|"-1"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"17-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"70000"|""|""|"No"|""|""|"1"|"STUK"|"No"|""|""|""|"No"|"MOORMAN"|"No"|""|"MOORMAN"|""|"Yes"|"18-01-23"|"Yes"|"0"|"-7,85"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"19,7"|"No"|"-1"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
"5622941"|"009-42558"|"30-01-23"|"Sale"|"111674"|"V00373493"|""|"BOXTEL"|"-1"|"0"|"-1"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"30-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"30000"|""|""|"No"|""|""|"1"|"STUK"|"No"|""|""|""|"No"|"MOORMAN"|"No"|""|"MOORMAN"|""|"Yes"|"31-01-23"|"Yes"|"0"|"-4,24"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"13,68"|"No"|"-1"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
"5599838"|"009-45858"|"09-01-23"|"Sale"|"E102715"|"V00372250"|""|"BOXTEL"|"-1"|"0"|"-1"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"09-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"230000"|""|""|"No"|""|""|"1"|"STUK"|"No"|""|""|""|"No"|"MOORMAN"|"No"|""|"MOORMAN"|""|"Yes"|"10-01-23"|"Yes"|"0"|"-5,29"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"13,68"|"No"|"-1"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
"5623297"|"009-46558"|"30-01-23"|"Sale"|"E102715"|"V00373515"|""|"BOXTEL"|"-1"|"0"|"-1"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"30-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"190000"|""|""|"No"|""|""|"1"|"STUK"|"No"|""|""|""|"No"|"MOORMAN"|"No"|""|"MOORMAN"|""|"Yes"|"31-01-23"|"Yes"|"0"|"-4,24"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"13,68"|"No"|"-1"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
"5618624"|"009-70958"|"24-01-23"|"Sale"|"105600"|"V00373233"|""|"BOXTEL"|"-5"|"0"|"-5"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"24-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"30000"|""|""|"No"|""|""|"1"|"STUK"|"No"|""|""|""|"No"|"MOORMAN"|"No"|""|"MOORMAN"|""|"Yes"|"25-01-23"|"Yes"|"0"|"-25,2"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"68,4"|"No"|"-5"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
"5593947"|"009-75158"|"03-01-23"|"Sale"|"211006"|"V00371868"|""|"BOXTEL"|"-5"|"0"|"-5"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"03-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"10000"|""|""|"No"|""|""|"1"|"STUK"|"No"|""|""|""|"No"|"MOORMAN"|"No"|""|"MOORMAN"|""|"Yes"|"04-01-23"|"Yes"|"0"|"-28,6"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"51,48"|"No"|"-5"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
"5597376"|"061-202"|"05-01-23"|"Sale"|"122519"|"V00372083"|""|"BOXTEL"|"-3"|"0"|"-3"|"0"|"No"|""|""|"No"|"Customer"|"No"|""|""|"NL"|""|"05-01-23"|""|""|""|"M-VERZEND"|"0"|"Sales Shipment"|"160000"|""|""|"No"|""|""|"1"|"M"|"No"|""|""|""|"No"|"HOUT"|"No"|""|"FILLET"|""|"Yes"|"05-01-23"|"Yes"|"0"|"-5,45"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"19,29"|"No"|"-3"|"0"|"0"|""|""|""|""|""|"None"|""|"No"|""|""
